Destination,Type,Budget (INR),Duration (days),Rating,Climate,Popularity,Best Season,Latitude,Longitude,Best Food to Try,Best Mode of Transportation
Ooty,Hill Station,14940,4,4.6,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Hampi,Heritage,14332,4,4.8,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ladakh,Adventure,31000,7,4.3,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Rishikesh,Adventure,12996,3,4.6,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Manali,Hill Station,14431,5,4.4,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Jaipur,Historical,11342,2,4.5,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ooty,Hill Station,15246,4,4.3,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Kaziranga,Wildlife,17900,4,4.3,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Darjeeling,Hill Station,15446,4,4.9,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Jaipur,Historical,10929,4,4.7,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Rishikesh,Adventure,13507,5,4.8,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Darjeeling,Hill Station,19115,3,4.9,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Kaziranga,Wildlife,16332,4,4.6,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Jaipur,Historical,10817,2,4.7,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Mysore,Cultural,10898,2,4.9,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Munnar,Hill Station,17287,4,4.2,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Manali,Hill Station,15094,6,4.2,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Hampi,Heritage,12827,2,4.2,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Goa,Beach,18470,3,4.1,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Ranthambore,Wildlife,18238,3,4.1,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,19172,4,4.1,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,15089,2,4.8,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Ladakh,Adventure,32071,7,4.8,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Goa,Beach,21307,5,4.4,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Shimla,Hill Station,18284,3,4.2,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Hampi,Heritage,11677,2,4.1,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Udaipur,Historical,13214,3,4.3,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Goa,Beach,19071,5,4.2,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Udaipur,Historical,14179,4,4.9,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Ooty,Hill Station,12249,2,4.8,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Udaipur,Historical,14905,2,4.0,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Darjeeling,Hill Station,16264,5,4.5,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Kaziranga,Wildlife,19148,4,4.1,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Darjeeling,Hill Station,19366,3,4.3,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Mysore,Cultural,11564,2,4.4,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Kaziranga,Wildlife,19252,5,4.7,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Mysore,Cultural,9032,2,4.2,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Rishikesh,Adventure,10402,5,4.4,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ladakh,Adventure,30065,7,4.5,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Goa,Beach,18716,5,4.3,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Jaipur,Historical,14937,2,4.8,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Goa,Beach,21316,5,4.0,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,16376,3,4.6,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Udaipur,Historical,15908,4,4.6,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Darjeeling,Hill Station,17648,4,4.5,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Munnar,Hill Station,16583,4,4.7,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Darjeeling,Hill Station,17712,4,4.1,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Hampi,Heritage,15384,3,4.1,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Munnar,Hill Station,17962,3,4.0,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Mysore,Cultural,10965,2,4.3,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Mysore,Cultural,12334,2,4.3,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Hampi,Heritage,15901,3,4.3,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Jaipur,Historical,12758,3,4.6,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Rishikesh,Adventure,10608,3,4.8,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Goa,Beach,22662,3,4.6,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Darjeeling,Hill Station,16920,4,4.7,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,20971,4,4.8,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Hampi,Heritage,12268,4,4.2,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Rishikesh,Adventure,11657,4,4.5,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Kaziranga,Wildlife,18672,5,4.2,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Goa,Beach,19501,4,4.2,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Udaipur,Historical,16850,4,4.4,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Mysore,Cultural,10911,3,4.9,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Munnar,Hill Station,16559,3,4.8,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Ooty,Hill Station,13309,2,4.2,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Ooty,Hill Station,14940,4,4.1,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Andaman,Beach,24645,5,4.8,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Andaman,Beach,26932,5,4.3,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Ladakh,Adventure,32798,7,4.7,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Jaipur,Historical,14634,2,4.1,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Rishikesh,Adventure,14003,5,4.7,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Goa,Beach,18435,3,4.7,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Goa,Beach,21540,5,4.7,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Udaipur,Historical,13437,4,4.5,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Manali,Hill Station,14787,5,4.2,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Udaipur,Historical,14461,3,4.3,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Kaziranga,Wildlife,17750,4,4.4,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Goa,Beach,18139,3,4.2,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Ladakh,Adventure,28772,5,4.5,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Jaipur,Historical,10569,2,4.6,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Udaipur,Historical,12885,3,4.5,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Andaman,Beach,25120,4,4.3,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Mysore,Cultural,9823,2,4.1,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Rishikesh,Adventure,14379,5,4.3,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Hampi,Heritage,11582,3,4.2,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Jaipur,Historical,12223,2,4.0,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Darjeeling,Hill Station,19914,4,4.2,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Hampi,Heritage,11510,3,4.4,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Shimla,Hill Station,17049,4,4.5,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Mysore,Cultural,10189,3,4.6,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Darjeeling,Hill Station,15766,4,4.8,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Kaziranga,Wildlife,17382,4,4.5,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Ooty,Hill Station,13096,2,4.1,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Andaman,Beach,25247,5,4.1,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Kaziranga,Wildlife,16802,3,4.2,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Hampi,Heritage,12106,2,4.3,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ranthambore,Wildlife,18974,2,4.7,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,21355,4,4.1,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Ladakh,Adventure,28274,6,4.1,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Hampi,Heritage,13913,4,4.3,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Rishikesh,Adventure,13099,3,4.4,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ooty,Hill Station,16992,4,4.7,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Manali,Hill Station,15726,4,4.1,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Hampi,Heritage,14309,2,4.8,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Kaziranga,Wildlife,18450,3,4.1,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Ranthambore,Wildlife,21800,3,4.0,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Udaipur,Historical,12666,4,4.1,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Mysore,Cultural,9041,2,4.6,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Shimla,Hill Station,15717,4,4.8,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Hampi,Heritage,11087,3,4.7,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Jaipur,Historical,12269,3,4.6,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Udaipur,Historical,13526,4,4.4,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Shimla,Hill Station,14294,4,4.3,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Ooty,Hill Station,15288,4,4.4,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Andaman,Beach,24892,6,4.4,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Munnar,Hill Station,14795,3,4.6,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Ladakh,Adventure,30975,5,4.5,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Manali,Hill Station,17252,6,4.6,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Darjeeling,Hill Station,16034,4,4.7,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Mysore,Cultural,12585,2,4.1,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Ranthambore,Wildlife,18349,4,4.7,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Ooty,Hill Station,16629,4,4.2,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Kaziranga,Wildlife,19602,4,4.6,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Ladakh,Adventure,29266,6,4.8,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Rishikesh,Adventure,13440,4,4.9,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Goa,Beach,19822,4,4.3,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Ladakh,Adventure,28224,6,4.5,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Ooty,Hill Station,15196,3,4.0,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Manali,Hill Station,15473,4,4.3,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Shimla,Hill Station,15482,5,4.3,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Mysore,Cultural,10636,2,4.6,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Ladakh,Adventure,30691,7,4.5,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Udaipur,Historical,12527,3,4.2,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Ooty,Hill Station,14973,4,4.4,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Darjeeling,Hill Station,18447,3,4.5,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,20945,4,4.8,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,16395,3,4.4,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Hampi,Heritage,15421,3,4.1,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Manali,Hill Station,15119,4,4.8,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Darjeeling,Hill Station,16951,5,4.1,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Darjeeling,Hill Station,17259,3,4.6,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Rishikesh,Adventure,11528,4,4.3,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Kaziranga,Wildlife,20335,5,4.0,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Kaziranga,Wildlife,17193,3,4.2,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Mysore,Cultural,8377,2,4.9,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Darjeeling,Hill Station,18816,3,4.1,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Shimla,Hill Station,18386,3,4.1,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Ooty,Hill Station,13783,2,4.8,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Hampi,Heritage,14892,3,4.3,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Kaziranga,Wildlife,18116,3,4.4,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Manali,Hill Station,17219,4,4.6,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Darjeeling,Hill Station,16749,3,4.1,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Kaziranga,Wildlife,20619,5,4.7,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Rishikesh,Adventure,12160,3,4.3,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Andaman,Beach,24770,6,4.7,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Hampi,Heritage,11559,2,4.2,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Rishikesh,Adventure,14874,3,4.1,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,17295,4,4.0,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Hampi,Heritage,14215,3,4.4,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Manali,Hill Station,15577,5,4.4,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Manali,Hill Station,15574,6,4.1,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Goa,Beach,22249,3,4.4,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Darjeeling,Hill Station,19573,4,4.0,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Hampi,Heritage,14018,3,4.7,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Hampi,Heritage,14900,4,4.0,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,27532,6,4.5,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Shimla,Hill Station,17512,4,4.4,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Rishikesh,Adventure,14884,4,4.6,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Kaziranga,Wildlife,16318,5,4.7,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Hampi,Heritage,13738,3,4.5,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ladakh,Adventure,29877,7,4.6,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Udaipur,Historical,15549,4,4.3,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Goa,Beach,22872,4,4.1,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,18613,3,4.6,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Ranthambore,Wildlife,18619,4,4.6,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Rishikesh,Adventure,11348,3,4.2,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ladakh,Adventure,32706,5,4.6,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Hampi,Heritage,12031,4,4.5,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ranthambore,Wildlife,21824,3,4.6,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Udaipur,Historical,13373,3,4.4,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Hampi,Heritage,14392,3,4.8,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Darjeeling,Hill Station,19556,5,4.0,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Rishikesh,Adventure,13655,5,4.3,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Mysore,Cultural,8048,2,4.4,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Ranthambore,Wildlife,20198,3,4.9,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Mysore,Cultural,11589,2,4.1,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Kaziranga,Wildlife,18417,3,4.9,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Munnar,Hill Station,15471,4,4.4,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Kaziranga,Wildlife,18972,3,4.2,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Ranthambore,Wildlife,18375,2,4.3,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Kaziranga,Wildlife,20242,4,4.5,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Ooty,Hill Station,12322,2,4.5,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Hampi,Heritage,14318,4,4.1,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Hampi,Heritage,11154,2,4.6,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Shimla,Hill Station,17742,3,4.2,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Darjeeling,Hill Station,15573,4,4.1,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,20454,4,4.8,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Udaipur,Historical,16107,3,4.8,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Ladakh,Adventure,29278,7,4.4,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Ladakh,Adventure,28789,7,4.3,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Darjeeling,Hill Station,18304,3,4.6,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Manali,Hill Station,15066,6,4.2,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Rishikesh,Adventure,13896,3,4.3,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Jaipur,Historical,12901,4,4.6,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Udaipur,Historical,14354,3,4.7,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Ladakh,Adventure,31050,5,4.8,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Hampi,Heritage,12540,2,4.9,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Darjeeling,Hill Station,17201,3,4.4,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Mysore,Cultural,12076,3,4.6,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Hampi,Heritage,14405,2,4.4,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Manali,Hill Station,13571,5,4.4,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Hampi,Heritage,12437,3,4.6,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Manali,Hill Station,17107,4,4.9,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Shimla,Hill Station,16486,3,4.7,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Udaipur,Historical,16155,2,4.9,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Manali,Hill Station,14552,4,4.2,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Andaman,Beach,27873,4,4.6,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Goa,Beach,22939,4,4.1,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,18539,4,4.5,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Shimla,Hill Station,18933,5,4.1,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Udaipur,Historical,15707,3,4.7,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Goa,Beach,18028,5,4.1,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Shimla,Hill Station,17728,4,4.1,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Ladakh,Adventure,29143,5,4.4,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Kaziranga,Wildlife,18883,3,4.1,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Jaipur,Historical,11286,2,4.7,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Goa,Beach,18044,3,4.5,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
